File Name,Dimensions,File Size (MB),Aspect Ratio,Breeds,T Tokens Prompt,T Tokens Completition,T Tokens Total,V Tokens Prompt,V Tokens Completition,V Tokens Total
@good.boy.ollie5.jpg,"(1280, 720)",0.1182336807250976,1.7777777777777777,Error,57,1,58,1131,21,1152
@good.boy.ollie6.jpg,"(1200, 800)",0.0904779434204101,1.5,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",130,19,149,1131,94,1225
@good.boy.ollie7.jpg,"(578, 829)",0.0664043426513671,0.6972255729794934,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",236,19,255,791,200,991
@good.boy.ollie9.jpg,"(1280, 720)",0.0842399597167968,1.7777777777777777,Error,57,1,58,1131,21,1152
@harlso0.jpg,"(1280, 720)",0.0645675659179687,1.7777777777777777,"Dachshund, Miniature Pinscher, Basset Hound",226,14,240,1131,190,1321
@harlso1.jpg,"(300, 168)",0.0112161636352539,1.7857142857142858,Error,48,1,49,281,12,293
@harlso10.jpg,"(201, 251)",0.010909080505371,0.8007968127490039,"Dachshund, Miniature Pinscher, Beagle/Dachshund mix",246,17,263,281,210,491
@harlso11.jpg,"(800, 800)",0.0598878860473632,1.0,"Dachshund, Miniature Pinscher, Beagle",237,12,249,791,201,992
@harlso12.jpg,"(300, 168)",0.0093574523925781,1.7857142857142858,Error,49,1,50,281,13,294
@harlso13.jpg,"(3614, 3614)",0.5799751281738281,1.0,"Dachshund, Basset Hound, Beagle, Miniature Pinscher",242,17,259,791,206,997
@harlso14.jpg,"(480, 480)",0.0358695983886718,1.0,"Dachshund, Miniature Dachshund, Dachshund mix",174,17,191,281,138,419
@harlso3.jpg,"(940, 939)",0.0720691680908203,1.0010649627263046,"Dachshund, Miniature Dachshund, Dachshund mix",193,17,210,791,157,948
@harlso4.jpg,"(1200, 675)",0.2014369964599609,1.7777777777777777,"Dachshund, Black and Tan Coonhound, Miniature Pinscher",232,16,248,1131,196,1327
@harlso5.jpg,"(201, 251)",0.0076236724853515,0.8007968127490039,Error,49,1,50,281,13,294
@harlso6.jpg,"(168, 300)",0.0099897384643554,0.56,"Dachshund, Basset Hound, Miniature Pinscher",192,14,206,281,156,437
@harlso7.jpg,"(894, 894)",0.0799932479858398,1.0,"Dachshund, Miniature Pinscher, Beagle",164,12,176,791,128,919
@harlso8.jpg,"(1080, 1181)",0.0989923477172851,0.9144792548687553,"Dachshund, Miniature Pinscher, Basset Hound",197,14,211,791,161,952
@harlso9.jpg,"(1500, 1000)",0.1888246536254882,1.5,Error,49,1,50,1131,13,1144
@henrythecoloradodog0.jpg,"(512, 640)",0.0615873336791992,0.8,"Beagle, American Foxhound, Saint Bernard",223,9,232,451,187,638
@henrythecoloradodog1.jpg,"(1080, 1329)",0.1566133499145507,0.8126410835214447,"Akita, Husky, German Shepherd",230,8,238,791,194,985
@henrythecoloradodog10.jpg,"(204, 247)",0.0089921951293945,0.8259109311740891,Error,48,1,49,281,12,293
@henrythecoloradodog11.jpg,"(1500, 1819)",0.1731176376342773,0.8246289169873557,"American Staffordshire Terrier, Boxer, Beagle",202,11,213,791,166,957
@henrythecoloradodog12.jpg,"(201, 251)",0.0140132904052734,0.8007968127490039,Error,55,1,56,281,19,300
@henrythecoloradodog13.jpg,"(1080, 1350)",0.1095724105834961,0.8,"Jack Russell Terrier, Beagle, Foxhound",262,10,272,791,226,1017
@henrythecoloradodog2.jpg,"(736, 920)",0.0968284606933593,0.8,"American Staffordshire Terrier, Boxer, Beagle",173,11,184,791,137,928
@henrythecoloradodog4.jpg,"(232, 217)",0.0090713500976562,1.0691244239631337,Error,49,1,50,281,13,294
@henrythecoloradodog5.jpg,"(480, 480)",0.0410823822021484,1.0,"American Pit Bull Terrier, Staffordshire Bull Terrier, Boxer",239,14,253,281,203,484
@henrythecoloradodog6.jpg,"(2030, 2048)",0.3433895111083984,0.9912109375,"American Staffordshire Terrier, Staffordshire Bull Terrier, Boxer Mix",251,15,266,791,215,1006
@henrythecoloradodog7.jpg,"(761, 428)",0.0536661148071289,1.77803738317757,"American Staffordshire Terrier, Staffordshire Bull Terrier, Boxer",235,14,249,451,199,650
@henrythecoloradodog8.jpg,"(1278, 2048)",0.2190704345703125,0.6240234375,"Australian Cattle Dog, American Staffordshire Terrier, Beagle",245,13,258,1131,209,1340
@henrythecoloradodog9.jpg,"(201, 251)",0.0148344039916992,0.8007968127490039,Error,49,1,50,281,13,294
@hi_im_chewie0.jpg,"(194, 259)",0.0119476318359375,0.749034749034749,Error,72,1,73,281,36,317
@hi_im_chewie1.jpg,"(201, 251)",0.0083799362182617,0.8007968127490039,"Pomeranian, American Eskimo Dog, German Spitz",121,12,133,281,85,366
@hi_im_chewie10.jpg,"(640, 640)",0.0634078979492187,1.0,"Pomeranian, German Spitz, American Eskimo Dog",201,12,213,791,165,956
@hi_im_chewie11.jpg,"(203, 248)",0.0119533538818359,0.8185483870967742,"Pomeranian, German Spitz, American Eskimo Dog",220,12,232,281,184,465
@hi_im_chewie12.jpg,"(225, 225)",0.0165567398071289,1.0,"Pomeranian, German Spitz, American Eskimo Dog (Miniature)",217,16,233,281,181,462
@hi_im_chewie2.jpg,"(640, 800)",0.0657405853271484,0.8,"Pomeranian, German Spitz, American Eskimo Dog",218,12,230,791,182,973
@hi_im_chewie3.jpg,"(225, 225)",0.0105524063110351,1.0,"Pomeranian, American Eskimo Dog (Miniature), Japanese Spitz, German Spitz",193,19,212,281,157,438
@hi_im_chewie4.jpg,"(225, 225)",0.0144987106323242,1.0,"Pomeranian, Keeshond, American Eskimo Dog",183,12,195,281,147,428
@hi_im_chewie5.jpg,"(201, 251)",0.010838508605957,0.8007968127490039,"Pomeranian, German Spitz, American Eskimo Dog",186,12,198,281,150,431
@hi_im_chewie6.jpg,"(399, 501)",0.0309362411499023,0.7964071856287425,"Pomeranian, German Spitz, American Eskimo Dog",173,12,185,281,137,418
@hi_im_chewie7.jpg,"(225, 225)",0.0080432891845703,1.0,"Pomeranian, American Eskimo Dog (Miniature), Keeshond",195,15,210,281,159,440
@hi_im_chewie8.jpg,"(200, 252)",0.0097150802612304,0.7936507936507936,"Pomeranian, American Eskimo Dog, Japanese Spitz",176,12,188,281,140,421
@hi_im_chewie9.jpg,"(201, 251)",0.012948989868164,0.8007968127490039,Error,53,1,54,281,17,298
@itsdougthepug0.jpg,"(736, 920)",0.0779428482055664,0.8,"Pug, French Bulldog, English Bulldog, Boston Terrier",240,14,254,791,204,995
@itsdougthepug1.jpg,"(1500, 1125)",0.1641044616699218,1.3333333333333333,"Pug, French Bulldog, Boston Terrier",250,10,260,791,214,1005
@itsdougthepug11.jpg,"(2048, 2048)",0.4653291702270508,1.0,"Pug, French Bulldog, Boston Terrier",245,10,255,791,209,1000
@itsdougthepug2.jpg,"(736, 736)",0.0944910049438476,1.0,"Pug, French Bulldog, English Bulldog, Boston Terrier",226,14,240,791,190,981
@itsdougthepug3.jpg,"(736, 736)",0.1032447814941406,1.0,"Pug, French Bulldog, Boston Terrier, Bulldog",226,13,239,791,190,981
@itsdougthepug4.jpg,"(1280, 720)",0.1800947189331054,1.7777777777777777,"Pug, French Bulldog, English Bulldog",207,10,217,1131,171,1302
@itsdougthepug5.jpg,"(1536, 2048)",0.5084447860717773,0.75,Pug,98,2,100,791,62,853
@itsdougthepug6.jpg,"(800, 1315)",0.1430006027221679,0.6083650190114068,"Pug, Pekingese, French Bulldog, Bulldog",205,13,218,1131,169,1300
@itsdougthepug7.jpg,"(1440, 806)",0.1262025833129882,1.7866004962779156,"Pug, French Bulldog, Bulldog, Boston Terrier",339,13,352,1131,303,1434
@itsdougthepug8.jpg,"(900, 900)",0.0745973587036132,1.0,"Pug, French Bulldog, Boston Terrier",128,10,138,791,92,883
@itsdougthepug9.jpg,"(736, 736)",0.0904397964477539,1.0,"Pug, French Bulldog, Boston Terrier",228,10,238,791,192,983
@izzythe.frenchie0.jpg,"(557, 560)",0.0594263076782226,0.9946428571428572,"French Bulldog, Pug, Boston Terrier",265,10,275,791,229,1020
@izzythe.frenchie1.jpg,"(400, 400)",0.0232753753662109,1.0,"French Bulldog, Boston Terrier, Pug",172,10,182,281,136,417
@izzythe.frenchie10.jpg,"(2000, 1333)",0.2057380676269531,1.5003750937734437,"French Bulldog, Boston Terrier, Pug, English Bulldog",258,14,272,1131,222,1353
@izzythe.frenchie2.jpg,"(1500, 2248)",0.1560611724853515,0.6672597864768683,Error,60,1,61,1131,24,1155
@izzythe.frenchie3.jpg,"(220, 293)",0.0131587982177734,0.7508532423208191,"French Bulldog, Boston Terrier, Pug, English Bulldog",217,14,231,281,181,462
@izzythe.frenchie4.jpg,"(1440, 1440)",0.3748722076416015,1.0,"French Bulldog, Boston Terrier, Pug",126,10,136,791,90,881
@izzythe.frenchie6.jpg,"(2548, 1700)",0.2628955841064453,1.4988235294117649,"French Bulldog, Boston Terrier, Pug",120,10,130,1131,84,1215
@izzythe.frenchie7.jpg,"(660, 372)",0.0162839889526367,1.7741935483870968,"French Bulldog, Boston Terrier, Pug",170,10,180,451,134,585
@izzythe.frenchie8.jpg,"(201, 250)",0.0055103302001953,0.804,"French Bulldog, Boston Terrier, Pug",186,10,196,281,150,431
@jackson_the_dalmatian0.jpg,"(225, 225)",0.0113773345947265,1.0,"Dalmatian, English Setter, Pointer",172,9,181,281,136,417
@jackson_the_dalmatian1.jpg,"(168, 300)",0.0106210708618164,0.56,Error,57,1,58,281,21,302
@jackson_the_dalmatian10.jpg,"(564, 564)",0.0302095413208007,1.0,"Dalmatian, Pointer, English Setter",151,9,160,791,115,906
@jackson_the_dalmatian11.jpg,"(225, 225)",0.0078859329223632,1.0,"Dalmatian, Pointer, American Bulldog",201,10,211,281,165,446
@jackson_the_dalmatian2.jpg,"(168, 300)",0.013101577758789,0.56,"Dalmatian, Pointer, English Setter",229,9,238,281,193,474
@jackson_the_dalmatian3.jpg,"(225, 225)",0.0081977844238281,1.0,"Dalmatian, English Pointer, Vizsla",151,11,162,281,115,396
@jackson_the_dalmatian4.jpg,"(260, 194)",0.0096855163574218,1.3402061855670102,Error,58,1,59,281,22,303
@jackson_the_dalmatian5.jpg,"(168, 300)",0.0103521347045898,0.56,"Dalmatian, English Setter, Pointer",197,9,206,281,161,442
@jackson_the_dalmatian6.jpg,"(170, 297)",0.012883186340332,0.5723905723905723,"Dalmatian, English Setter, Pointer",187,9,196,281,151,432
@jackson_the_dalmatian7.jpg,"(259, 194)",0.0115642547607421,1.3350515463917525,Dalmatians,65,4,69,281,29,310
@jackson_the_dalmatian8.jpg,"(236, 413)",0.0243129730224609,0.5714285714285714,"Dalmatian, Australian Cattle Dog, English Setter, Pointer",233,14,247,281,197,478
@jackson_the_dalmatian9.jpg,"(238, 211)",0.0111093521118164,1.127962085308057,"Dalmatian, English Setter, Pointer",234,9,243,281,198,479
@jiffpom0.jpg,"(1080, 1350)",0.1902112960815429,0.8,"Pomeranian, German Spitz, Keeshond",175,11,186,791,139,930
@jiffpom1.jpg,"(300, 300)",0.0148382186889648,1.0,"Pomeranian, German Spitz, American Eskimo Dog",199,12,211,281,163,444
@jiffpom10.jpg,"(1200, 1200)",0.146066665649414,1.0,"Pomeranian, German Spitz, American Eskimo Dog",168,12,180,791,132,923
@jiffpom11.jpg,"(1080, 1080)",0.0838756561279296,1.0,"Pomeranian, German Spitz, American Eskimo Dog",133,12,145,791,97,888
@jiffpom2.jpg,"(400, 400)",0.0172338485717773,1.0,"Pomeranian, Keeshond, American Eskimo Dog",202,12,214,281,166,447
@jiffpom3.jpg,"(640, 640)",0.0485210418701171,1.0,"Pomeranian, Japanese Spitz, Keeshond",213,11,224,791,177,968
@jiffpom4.jpg,"(900, 900)",0.0693950653076171,1.0,"Pomeranian, American Eskimo Dog, Japanese Spitz",156,12,168,791,120,911
@jiffpom5.jpg,"(3077, 3077)",0.5114517211914062,1.0,"Pomeranian, Japanese Spitz, American Eskimo Dog",130,12,142,791,94,885
@jiffpom6.jpg,"(640, 640)",0.0519704818725585,1.0,"Pomeranian, American Eskimo Dog (Miniature), Japanese Spitz",244,15,259,791,208,999
@jiffpom7.jpg,"(1136, 852)",0.0707979202270507,1.3333333333333333,"Pomeranian, German Spitz, American Eskimo Dog",168,12,180,791,132,923
@jiffpom8.jpg,"(1200, 1200)",0.0825157165527343,1.0,"Pomeranian, German Spitz, American Eskimo Dog",211,12,223,791,175,966
@jiffpom9.jpg,"(225, 225)",0.0064296722412109,1.0,"Pomeranian, Keeshond, American Eskimo Dog",198,12,210,281,162,443
@lecorgi1.jpg,"(300, 300)",0.0146093368530273,1.0,"Pembroke Welsh Corgi, Shetland Sheepdog, Finnish Lapphund",157,19,176,281,121,402
@lecorgi10.jpg,"(700, 467)",0.0496397018432617,1.4989293361884368,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",200,14,214,451,164,615
@lecorgi11.jpg,"(225, 225)",0.0109720230102539,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",200,14,214,281,164,445
@lecorgi12.jpg,"(201, 251)",0.0097837448120117,0.8007968127490039,Error,57,1,58,281,21,302
@lecorgi2.jpg,"(700, 467)",0.048588752746582,1.4989293361884368,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",183,14,197,451,147,598
@lecorgi3.jpg,"(1080, 1350)",0.1632709503173828,0.8,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",171,14,185,791,135,926
@lecorgi4.jpg,"(1080, 1080)",0.1612186431884765,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",247,20,267,791,211,1002
@lecorgi5.jpg,"(1200, 1200)",0.0914564132690429,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",132,20,152,791,96,887
@lecorgi6.jpg,"(760, 430)",0.0429677963256835,1.7674418604651163,Error,54,1,55,451,18,469
@lecorgi7.jpg,"(736, 919)",0.0822439193725586,0.8008705114254625,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",220,14,234,791,184,975
@lecorgi8.jpg,"(201, 251)",0.0100965499877929,0.8007968127490039,Error,48,1,49,281,12,293
@lecorgi9.jpg,"(275, 183)",0.0121040344238281,1.5027322404371584,Error,54,1,55,281,18,299
@loki_the_wolfdog0.jpg,"(1400, 1151)",0.2727785110473633,1.2163336229365769,"Siberian Husky, Alaskan Malamute, Samoyed",234,15,249,791,198,989
@loki_the_wolfdog1.jpg,"(880, 879)",0.1955823898315429,1.0011376564277588,"Siberian Husky, Alaskan Malamute, Samoyed",243,15,258,791,207,998
@loki_the_wolfdog10.jpg,"(2000, 1334)",0.3827238082885742,1.4992503748125936,"Alaskan Malamute, Siberian Husky, Tamaskan Dog",213,14,227,1131,177,1308
@loki_the_wolfdog11.jpg,"(1200, 627)",0.0644636154174804,1.9138755980861244,"Siberian Husky, Alaskan Malamute, Samoyed",250,15,265,1131,214,1345
@loki_the_wolfdog12.jpg,"(670, 669)",0.0639238357543945,1.001494768310912,"Siberian Husky, Alaskan Malamute, Canadian Eskimo Dog",166,16,182,791,130,921
@loki_the_wolfdog13.jpg,"(3529, 2353)",1.511762619018555,1.4997875053123673,"Alaskan Malamute, Siberian Husky, Canadian Eskimo Dog",234,15,249,1131,198,1329
@loki_the_wolfdog2.jpg,"(227, 222)",0.011876106262207,1.0225225225225223,Error,55,1,56,281,19,300
@loki_the_wolfdog4.jpg,"(465, 300)",0.034468650817871,1.55,"Alaskan Malamute, Siberian Husky, Tamaskan Dog",172,14,186,281,136,417
@loki_the_wolfdog5.jpg,"(1800, 1440)",0.2927160263061523,1.25,"Alaskan Malamute, Siberian Husky, Timber Wolf (Wolf-dog Hybrid)",289,19,308,791,253,1044
@loki_the_wolfdog6.jpg,"(2000, 1334)",0.2552013397216797,1.4992503748125936,"Alaskan Malamute, Siberian Husky, Samoyed",223,14,237,1131,187,1318
@loki_the_wolfdog7.jpg,"(1800, 1013)",0.1180782318115234,1.7769002961500493,"Alaskan Malamute, Siberian Husky, Samoyed",261,14,275,1131,225,1356
@loki_the_wolfdog8.jpg,"(201, 251)",0.0116157531738281,0.8007968127490039,Error,55,1,56,281,19,300
@loki_the_wolfdog9.jpg,"(225, 225)",0.0143013000488281,1.0,Error,46,1,47,281,10,291
@madmax_fluffyroad0.jpg,"(225, 225)",0.0079107284545898,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",228,20,248,281,192,473
@madmax_fluffyroad1.jpg,"(201, 251)",0.0107831954956054,0.8007968127490039,"Pembroke Welsh Corgi, Shetland Sheepdog, Pomeranian",192,17,209,281,156,437
@madmax_fluffyroad11.jpg,"(201, 251)",0.0076541900634765,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",204,20,224,281,168,449
@madmax_fluffyroad12.jpg,"(201, 251)",0.0088472366333007,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",214,20,234,281,178,459
@madmax_fluffyroad2.jpg,"(201, 251)",0.0100717544555664,0.8007968127490039,Error,57,1,58,281,21,302
@madmax_fluffyroad3.jpg,"(900, 900)",0.0659818649291992,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog, American Corgi",219,25,244,791,183,974
@madmax_fluffyroad4.jpg,"(201, 251)",0.0127382278442382,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",188,14,202,281,152,433
@madmax_fluffyroad5.jpg,"(201, 251)",0.0091981887817382,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",201,20,221,281,165,446
@madmax_fluffyroad6.jpg,"(225, 225)",0.0076913833618164,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Swedish Vallhund",215,19,234,281,179,460
@madmax_fluffyroad7.jpg,"(168, 300)",0.0075664520263671,0.56,Error,53,1,54,281,17,298
@madmax_fluffyroad8.jpg,"(225, 224)",0.0074872970581054,1.0044642857142858,Error,58,1,59,281,22,303
@madmax_fluffyroad9.jpg,"(201, 251)",0.0063533782958984,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",175,20,195,281,139,420
@manny_the_frenchie0.jpg,"(640, 640)",0.0453243255615234,1.0,"French Bulldog, Boston Terrier, Pug",204,10,214,791,168,959
@manny_the_frenchie1.jpg,"(167, 250)",0.0046415328979492,0.668,Error,49,1,50,281,13,294
@manny_the_frenchie10.jpg,"(750, 421)",0.0303068161010742,1.7814726840855106,"English Bulldog, French Bulldog, Pug",114,10,124,451,78,529
@manny_the_frenchie11.jpg,"(6016, 4000)",1.7584266662597656,1.504,"French Bulldog, Boston Terrier, Pug, English Bulldog",251,14,265,1131,215,1346
@manny_the_frenchie2.jpg,"(1399, 1784)",0.2663373947143554,0.7841928251121076,"French Bulldog, Boston Terrier, English Bulldog",242,11,253,791,206,997
@manny_the_frenchie4.jpg,"(2000, 1333)",0.0811977386474609,1.5003750937734437,"French Bulldog, Boston Terrier, Pug",210,10,220,1131,174,1305
@manny_the_frenchie5.jpg,"(465, 612)",0.0208759307861328,0.7598039215686274,"French Bulldog, Boston Terrier, Pug",206,10,216,451,170,621
@manny_the_frenchie6.jpg,"(1200, 628)",0.0966215133666992,1.910828025477707,"French Bulldog, Boston Terrier, English Bulldog",235,11,246,1131,199,1330
@manny_the_frenchie7.jpg,"(1920, 1080)",0.1182699203491211,1.7777777777777777,"French Bulldog, Boston Terrier, Pug",144,10,154,1131,108,1239
@manny_the_frenchie8.jpg,"(736, 736)",0.1196203231811523,1.0,"French Bulldog, Boston Terrier, Bulldog",145,10,155,791,109,900
@manny_the_frenchie9.jpg,"(1500, 1000)",0.1198263168334961,1.5,Error,49,1,50,1131,13,1144
@marniethedog0.jpg,"(2031, 1712)",0.3870840072631836,1.1863317757009346,"Shih Tzu, Lhasa Apso, Pekingese",209,14,223,791,173,964
@marniethedog1.jpg,"(1280, 1280)",0.1398048400878906,1.0,Error,47,1,48,791,11,802
@marniethedog10.jpg,"(1280, 1103)",0.1184349060058593,1.1604714415231188,Error,49,1,50,791,13,804
@marniethedog11.jpg,"(2048, 1536)",0.3190650939941406,1.3333333333333333,"Shih Tzu, Lhasa Apso, Pekingese",254,14,268,791,218,1009
@marniethedog2.jpg,"(1280, 960)",0.0923986434936523,1.3333333333333333,Error,48,1,49,791,12,803
@marniethedog3.jpg,"(1200, 630)",0.0628032684326171,1.9047619047619049,"Shih Tzu, Lhasa Apso, Pekingese",240,14,254,1131,204,1335
@marniethedog4.jpg,"(3000, 1943)",0.3887338638305664,1.5440041173443129,"Shih Tzu, Lhasa Apso, Pekingese",194,14,208,1131,158,1289
@marniethedog5.jpg,"(1200, 800)",0.0883169174194336,1.5,"Shih Tzu, Brussels Griffon, Pekingese",252,12,264,1131,216,1347
@marniethedog6.jpg,"(2048, 1692)",0.4282484054565429,1.210401891252955,"Shih Tzu, Lhasa Apso, Pekingese",199,14,213,791,163,954
@marniethedog7.jpg,"(1000, 1000)",0.077244758605957,1.0,"Shih Tzu, Pekingese, Lhasa Apso",150,14,164,791,114,905
@marniethedog8.jpg,"(1200, 630)",0.1400165557861328,1.9047619047619049,"Shih Tzu, Lhasa Apso, Maltese",152,14,166,1131,116,1247
@marniethedog9.jpg,"(1080, 928)",0.1185188293457031,1.1637931034482758,"Shih Tzu, Maltese, Lhasa Apso",213,14,227,791,177,968
@marutaro0.jpg,"(360, 360)",0.0152206420898437,1.0,"Akita Inu, Shiba Inu, Hokkaido Inu",130,16,146,281,94,375
@marutaro1.jpg,"(1024, 1024)",0.0803518295288086,1.0,"Shiba Inu, Akita Inu, Jindo",221,12,233,791,185,976
@marutaro10.jpg,"(612, 612)",0.0430097579956054,1.0,"Shiba Inu, Akita, Jindo",192,10,202,791,156,947
@marutaro11.jpg,"(1024, 680)",0.0682106018066406,1.5058823529411764,"Shiba Inu, Akita Inu, Jindo",215,12,227,791,179,970
@marutaro3.jpg,"(1200, 753)",0.0990934371948242,1.593625498007968,"Shiba Inu, Akita Inu, Jindo",139,12,151,1131,103,1234
@marutaro4.jpg,"(1200, 809)",0.099466323852539,1.4833127317676142,"Shiba Inu, Akita Inu, Jindo",206,12,218,1131,170,1301
@marutaro5.jpg,"(804, 859)",0.090911865234375,0.9359720605355064,"Shiba Inu, Akita Inu, Jindo",211,12,223,791,175,966
@marutaro6.jpg,"(750, 422)",0.0204324722290039,1.7772511848341233,"Shiba Inu, Akita Inu, Jindo",157,12,169,451,121,572
@marutaro7.jpg,"(768, 821)",0.0732440948486328,0.9354445797807552,"Shiba Inu, Akita Inu, Finnish Spitz",205,13,218,791,169,960
@marutaro8.jpg,"(609, 608)",0.1177282333374023,1.0016447368421053,"Shiba Inu, Akita Inu, Jindo",236,12,248,791,200,991
@marutaro9.jpg,"(825, 464)",0.0420799255371093,1.7780172413793105,"Shiba Inu, Jindo, Akita Inu",163,12,175,451,127,578
@mayapolarbear0.jpg,"(320, 180)",0.0094194412231445,1.7777777777777777,Error,56,1,57,281,20,301
@mayapolarbear1.jpg,"(1080, 1080)",0.0900421142578125,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",183,12,195,791,147,938
@mayapolarbear10.jpg,"(225, 225)",0.0070314407348632,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",181,12,193,281,145,426
@mayapolarbear11.jpg,"(1080, 1080)",0.0998296737670898,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",163,12,175,791,127,918
@mayapolarbear12.jpg,"(696, 805)",0.0441398620605468,0.8645962732919255,"Samoyed, American Eskimo Dog, Japanese Spitz",186,12,198,791,150,941
@mayapolarbear2.jpg,"(209, 241)",0.0065679550170898,0.8672199170124482,"Samoyed, American Eskimo Dog, Japanese Spitz",194,12,206,281,158,439
@mayapolarbear3.jpg,"(201, 250)",0.0084218978881835,0.804,Error,49,1,50,281,13,294
@mayapolarbear4.jpg,"(1080, 1920)",0.2426681518554687,0.5625,"Samoyed, American Eskimo Dog, Great Pyrenees",203,13,216,1131,167,1298
@mayapolarbear5.jpg,"(1080, 1080)",0.1076011657714843,1.0,"Samoyed, American Eskimo Dog, Great Pyrenees",175,13,188,791,139,930
@mayapolarbear6.jpg,"(250, 250)",0.009078025817871,1.0,"Samoyed, American Eskimo Dog, White Keeshond",169,13,182,281,133,414
@mayapolarbear7.jpg,"(720, 900)",0.0556793212890625,0.8,"Samoyed, American Eskimo Dog, Japanese Spitz",195,12,207,791,159,950
@mayapolarbear8.jpg,"(1080, 1080)",0.1191234588623046,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",179,12,191,791,143,934
@mayapolarbear9.jpg,"(900, 900)",0.0732364654541015,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",150,12,162,791,114,905
@mayathedox0.jpg,"(2048, 2048)",0.4944639205932617,1.0,"Dachshund, Cocker Spaniel, Golden Retriever",226,14,240,791,190,981
@mayathedox10.jpg,"(300, 168)",0.0045166015625,1.7857142857142858,Error,56,1,57,281,20,301
@mayathedox12.jpg,"(201, 251)",0.0090150833129882,0.8007968127490039,"Golden Retriever, Cocker Spaniel, Labrador Retriever",254,14,268,281,218,499
@mayathedox2.jpg,"(640, 640)",0.0728282928466796,1.0,"Dachshund, Cocker Spaniel, Beagle",212,12,224,791,176,967
@mayathedox3.jpg,"(225, 225)",0.0048904418945312,1.0,Error,55,1,56,281,19,300
@mayathedox4.jpg,"(225, 225)",0.0124845504760742,1.0,"Pembroke Welsh Corgi, Shetland Sheepdog, German Shepherd Mix",183,17,200,281,147,428
@mayathedox5.jpg,"(735, 825)",0.0560235977172851,0.8909090909090909,"Dachshund, Beagle, Cavalier King Charles Spaniel",172,14,186,791,136,927
@mayathedox6.jpg,"(736, 919)",0.0910797119140625,0.8008705114254625,"Golden Retriever, Cocker Spaniel, Labrador Retriever",217,14,231,791,181,972
@mayathedox7.jpg,"(225, 225)",0.0111274719238281,1.0,"Dachshund, Cocker Spaniel, Cavalier King Charles Spaniel",184,16,200,281,148,429
@mayathedox9.jpg,"(225, 225)",0.0052337646484375,1.0,Error,56,1,57,281,20,301
@mensweardog0.jpg,"(2048, 906)",0.2620782852172851,2.260485651214128,"Shiba Inu, Akita Inu, Jindo",180,12,192,1471,144,1615
@mensweardog1.jpg,"(1500, 1500)",0.2345523834228515,1.0,"Shiba Inu, Akita, Jindo",244,10,254,791,208,999
@mensweardog10.jpg,"(1280, 853)",0.0726776123046875,1.5005861664712778,Error,47,1,48,1131,11,1142
@mensweardog11.jpg,"(1824, 1824)",0.270848274230957,1.0,"Shiba Inu, Akita, Finnish Spitz",160,11,171,791,124,915
@mensweardog2.jpg,"(1200, 630)",0.0403060913085937,1.9047619047619049,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",223,20,243,1131,187,1318
@mensweardog3.jpg,"(1477, 1477)",0.2030544281005859,1.0,"Shiba Inu, Akita Inu, Finnish Spitz",210,13,223,791,174,965
@mensweardog4.jpg,"(1073, 1200)",0.2012033462524414,0.8941666666666667,"Shiba Inu, Akita Inu, Jindo, Finnish Spitz",216,16,232,791,180,971
@mensweardog5.jpg,"(1280, 1280)",0.1681337356567382,1.0,Error,56,1,57,791,20,811
@mensweardog6.jpg,"(634, 626)",0.0587720870971679,1.012779552715655,"Shiba Inu, Akita Inu, Jindo",180,12,192,791,144,935
@mensweardog7.jpg,"(400, 400)",0.0158929824829101,1.0,"Shiba Inu, Akita Inu, Jindo",217,12,229,281,181,462
@mensweardog8.jpg,"(1425, 1425)",0.2933359146118164,1.0,"Shiba Inu, Akita Inu, Jindo, Finnish Spitz",205,16,221,791,169,960
