File Name,Dimensions,File Size (MB),Aspect Ratio,Breeds,T Tokens Prompt,T Tokens Completition,T Tokens Total,V Tokens Prompt,V Tokens Completition,V Tokens Total
@harlso1.jpg,"(300, 168)",0.0112161636352539,1.7857142857142858,"Dachshund, Basset Hound, Miniature Pinscher, Beagle",245,17,262,111,209,320
@harlso10.jpg,"(201, 251)",0.010909080505371,0.8007968127490039,Dachshund,93,4,97,111,57,168
@harlso11.jpg,"(800, 800)",0.0598878860473632,1.0,"Dachshund, Basset Hound, Beagle, Miniature Pinscher",285,17,302,111,249,360
@harlso12.jpg,"(300, 168)",0.0093574523925781,1.7857142857142858,"Dachshund, Miniature Pinscher, Basset Hound",244,14,258,111,208,319
@harlso13.jpg,"(3614, 3614)",0.5799751281738281,1.0,"Dachshund, Miniature Pinscher, Basset Hound",191,14,205,111,155,266
@harlso14.jpg,"(480, 480)",0.0358695983886718,1.0,"Dachshund, Miniature Pinscher, Basset Hound",198,14,212,111,162,273
@harlso3.jpg,"(940, 939)",0.0720691680908203,1.0010649627263046,"Dachshund, Beagle, Miniature Pinscher, Basset Hound",330,17,347,111,294,405
@harlso4.jpg,"(1200, 675)",0.2014369964599609,1.7777777777777777,"Dachshund, Black and Tan Coonhound, Miniature Pinscher",213,16,229,111,177,288
@harlso5.jpg,"(201, 251)",0.0076236724853515,0.8007968127490039,Error,71,1,72,111,35,146
@harlso6.jpg,"(168, 300)",0.0099897384643554,0.56,Error,71,1,72,111,35,146
@harlso7.jpg,"(894, 894)",0.0799932479858398,1.0,"Dachshund, Corgi, Basset Hound",177,13,190,111,141,252
@harlso8.jpg,"(1080, 1181)",0.0989923477172851,0.9144792548687553,"Dachshund, Miniature Pinscher, Beagle",235,12,247,111,199,310
@harlso9.jpg,"(1500, 1000)",0.1888246536254882,1.5,Doberman Pinscher,126,4,130,111,90,201
@henrythecoloradodog0.jpg,"(512, 640)",0.0615873336791992,0.8,"Beagle mix, Labrador Retriever mix, German Shepherd mix",267,13,280,111,231,342
@henrythecoloradodog1.jpg,"(1080, 1329)",0.1566133499145507,0.8126410835214447,Error,66,1,67,111,30,141
@henrythecoloradodog10.jpg,"(204, 247)",0.0089921951293945,0.8259109311740891,Error,49,1,50,111,13,124
@henrythecoloradodog11.jpg,"(1500, 1819)",0.1731176376342773,0.8246289169873557,Error,56,1,57,111,20,131
@henrythecoloradodog12.jpg,"(201, 251)",0.0140132904052734,0.8007968127490039,Error,52,1,53,111,16,127
@henrythecoloradodog13.jpg,"(1080, 1350)",0.1095724105834961,0.8,"American Bulldog, Boxer, Pit Bull Terrier mix",282,12,294,111,246,357
@henrythecoloradodog2.jpg,"(736, 920)",0.0968284606933593,0.8,Error,47,1,48,111,11,122
@henrythecoloradodog4.jpg,"(232, 217)",0.0090713500976562,1.0691244239631337,Error,47,1,48,111,11,122
@henrythecoloradodog5.jpg,"(480, 480)",0.0410823822021484,1.0,"American Staffordshire Terrier, Boxer, Mixed Breed",192,11,203,111,156,267
@henrythecoloradodog6.jpg,"(2030, 2048)",0.3433895111083984,0.9912109375,"Siberian Husky, Alaskan Malamute, Bernese Mountain Dog",208,16,224,111,172,283
@henrythecoloradodog7.jpg,"(761, 428)",0.0536661148071289,1.77803738317757,"Staffordshire Bull Terrier, American Staffordshire Terrier, American Pit Bull Terrier",165,18,183,111,129,240
@henrythecoloradodog8.jpg,"(1278, 2048)",0.2190704345703125,0.6240234375,"Australian Cattle Dog, Beagle, American Pit Bull Terrier, Staffordshire Bull Terrier",216,19,235,111,180,291
@henrythecoloradodog9.jpg,"(201, 251)",0.0148344039916992,0.8007968127490039,Error,55,1,56,111,19,130
@hi_im_chewie0.jpg,"(194, 259)",0.0119476318359375,0.749034749034749,Error,106,1,107,111,70,181
@hi_im_chewie1.jpg,"(201, 251)",0.0083799362182617,0.8007968127490039,Error,56,1,57,111,20,131
@hi_im_chewie10.jpg,"(640, 640)",0.0634078979492187,1.0,Error,49,1,50,111,13,124
@hi_im_chewie11.jpg,"(203, 248)",0.0119533538818359,0.8185483870967742,Error,93,1,94,111,57,168
@hi_im_chewie12.jpg,"(225, 225)",0.0165567398071289,1.0,Error,57,1,58,111,21,132
@hi_im_chewie2.jpg,"(640, 800)",0.0657405853271484,0.8,Error,64,1,65,111,28,139
@hi_im_chewie3.jpg,"(225, 225)",0.0105524063110351,1.0,"Pomeranian, American Eskimo Dog (Miniature), German Spitz",188,15,203,111,152,263
@hi_im_chewie4.jpg,"(225, 225)",0.0144987106323242,1.0,"Pomeranian, American Eskimo Dog, German Spitz",119,12,131,111,83,194
@hi_im_chewie5.jpg,"(201, 251)",0.010838508605957,0.8007968127490039,"Pomeranian, German Spitz, American Eskimo Dog",201,12,213,111,165,276
@hi_im_chewie6.jpg,"(399, 501)",0.0309362411499023,0.7964071856287425,"Pomeranian, American Eskimo Dog, Keeshond",151,12,163,111,115,226
@hi_im_chewie7.jpg,"(225, 225)",0.0080432891845703,1.0,"Pomeranian, German Spitz, American Eskimo Dog (Miniature)",146,16,162,111,110,221
@hi_im_chewie8.jpg,"(200, 252)",0.0097150802612304,0.7936507936507936,"Pomeranian, German Spitz, American Eskimo Dog (Miniature), Keeshond",206,19,225,111,170,281
@hi_im_chewie9.jpg,"(201, 251)",0.012948989868164,0.8007968127490039,"Pomeranian, American Eskimo Dog, Japanese Spitz, Volpino Italiano",230,18,248,111,194,305
@itsdougthepug0.jpg,"(736, 920)",0.0779428482055664,0.8,"Pug, French Bulldog, Boston Terrier, English Bulldog",240,14,254,111,204,315
@itsdougthepug1.jpg,"(1500, 1125)",0.1641044616699218,1.3333333333333333,"Pug, French Bulldog, Boston Terrier",230,10,240,111,194,305
@itsdougthepug11.jpg,"(2048, 2048)",0.4653291702270508,1.0,"Pug, French Bulldog, Boston Terrier",221,10,231,111,185,296
@itsdougthepug2.jpg,"(736, 736)",0.0944910049438476,1.0,"Pug, French Bulldog, English Bulldog",237,10,247,111,201,312
@itsdougthepug3.jpg,"(736, 736)",0.1032447814941406,1.0,"Pug, French Bulldog, Boston Terrier, Bulldog",230,13,243,111,194,305
@itsdougthepug4.jpg,"(1280, 720)",0.1800947189331054,1.7777777777777777,"Pug, French Bulldog, Boston Terrier",235,10,245,111,199,310
@itsdougthepug5.jpg,"(1536, 2048)",0.5084447860717773,0.75,"Pug, French Bulldog, Boston Terrier",217,10,227,111,181,292
@itsdougthepug6.jpg,"(800, 1315)",0.1430006027221679,0.6083650190114068,Pug,132,2,134,111,96,207
@itsdougthepug7.jpg,"(1440, 806)",0.1262025833129882,1.7866004962779156,"Pug, French Bulldog, Bulldog, Boston Terrier",345,13,358,111,309,420
@itsdougthepug8.jpg,"(900, 900)",0.0745973587036132,1.0,"Pug, French Bulldog, Boston Terrier",194,10,204,111,158,269
@itsdougthepug9.jpg,"(736, 736)",0.0904397964477539,1.0,"Pug, French Bulldog, Boston Terrier",205,10,215,111,169,280
@izzythe.frenchie0.jpg,"(557, 560)",0.0594263076782226,0.9946428571428572,Error,47,1,48,111,11,122
@izzythe.frenchie1.jpg,"(400, 400)",0.0232753753662109,1.0,Error,56,1,57,111,20,131
@izzythe.frenchie10.jpg,"(2000, 1333)",0.2057380676269531,1.5003750937734437,Error,49,1,50,111,13,124
@izzythe.frenchie2.jpg,"(1500, 2248)",0.1560611724853515,0.6672597864768683,"French Bulldog, Boston Terrier, Pug",141,10,151,111,105,216
@izzythe.frenchie3.jpg,"(220, 293)",0.0131587982177734,0.7508532423208191,"French Bulldog, Boston Terrier, Pug, Bulldog",271,13,284,111,235,346
@izzythe.frenchie4.jpg,"(1440, 1440)",0.3748722076416015,1.0,"French Bulldog, Boston Terrier, Pug",113,10,123,111,77,188
@izzythe.frenchie6.jpg,"(2548, 1700)",0.2628955841064453,1.4988235294117649,"French Bulldog, Boston Terrier, Pug",200,10,210,111,164,275
@izzythe.frenchie7.jpg,"(660, 372)",0.0162839889526367,1.7741935483870968,Error,47,1,48,111,11,122
@izzythe.frenchie8.jpg,"(201, 250)",0.0055103302001953,0.804,"French Bulldog, Boston Terrier, Pug, English Bulldog",240,14,254,111,204,315
@jackson_the_dalmatian0.jpg,"(225, 225)",0.0113773345947265,1.0,"Dalmatian, English Setter, Bluetick Coonhound, Pointer",211,16,227,111,175,286
@jackson_the_dalmatian1.jpg,"(168, 300)",0.0106210708618164,0.56,Error,79,1,80,111,43,154
@jackson_the_dalmatian10.jpg,"(564, 564)",0.0302095413208007,1.0,"Dalmatian, English Setter, Bluetick Coonhound",189,14,203,111,153,264
@jackson_the_dalmatian11.jpg,"(225, 225)",0.0078859329223632,1.0,"Dalmatian, English Setter, Pointer, American Staffordshire Terrier",267,15,282,111,231,342
@jackson_the_dalmatian2.jpg,"(168, 300)",0.013101577758789,0.56,"Dalmatian, English Setter, Pointer",224,9,233,111,188,299
@jackson_the_dalmatian3.jpg,"(225, 225)",0.0081977844238281,1.0,"Dalmatian, Pointer, English Setter",223,9,232,111,187,298
@jackson_the_dalmatian4.jpg,"(260, 194)",0.0096855163574218,1.3402061855670102,Error,54,1,55,111,18,129
@jackson_the_dalmatian5.jpg,"(168, 300)",0.0103521347045898,0.56,"Dalmatian, English Setter, German Shorthaired Pointer, Australian Cattle Dog",181,18,199,111,145,256
@jackson_the_dalmatian6.jpg,"(170, 297)",0.012883186340332,0.5723905723905723,"Dalmatian, Pointer, English Setter",177,9,186,111,141,252
@jackson_the_dalmatian7.jpg,"(259, 194)",0.0115642547607421,1.3350515463917525,Dalmatians,124,4,128,111,88,199
@jackson_the_dalmatian8.jpg,"(236, 413)",0.0243129730224609,0.5714285714285714,"Dalmatian, English Pointer, American Staffordshire Terrier",169,13,182,111,133,244
@jackson_the_dalmatian9.jpg,"(238, 211)",0.0111093521118164,1.127962085308057,"Dalmatian, English Setter, Pointer",217,9,226,111,181,292
@jiffpom0.jpg,"(1080, 1350)",0.1902112960815429,0.8,Error,68,1,69,111,32,143
@jiffpom1.jpg,"(300, 300)",0.0148382186889648,1.0,"Pomeranian, German Spitz, Keeshond",191,11,202,111,155,266
@jiffpom10.jpg,"(1200, 1200)",0.146066665649414,1.0,Error,54,1,55,111,18,129
@jiffpom11.jpg,"(1080, 1080)",0.0838756561279296,1.0,"Pomeranian, Keeshond, American Eskimo Dog",164,12,176,111,128,239
@jiffpom2.jpg,"(400, 400)",0.0172338485717773,1.0,"Pomeranian, Keeshond, American Eskimo Dog",201,12,213,111,165,276
@jiffpom3.jpg,"(640, 640)",0.0485210418701171,1.0,"Pomeranian, American Eskimo Dog (Miniature), Japanese Spitz",215,15,230,111,179,290
@jiffpom4.jpg,"(900, 900)",0.0693950653076171,1.0,Pomeranian,114,3,117,111,78,189
@jiffpom5.jpg,"(3077, 3077)",0.5114517211914062,1.0,"Pomeranian, American Eskimo Dog, German Spitz",157,12,169,111,121,232
@jiffpom6.jpg,"(640, 640)",0.0519704818725585,1.0,Error,54,1,55,111,18,129
@jiffpom7.jpg,"(1136, 852)",0.0707979202270507,1.3333333333333333,"Pomeranian, American Eskimo Dog (Miniature), Japanese Spitz",226,15,241,111,190,301
@jiffpom8.jpg,"(1200, 1200)",0.0825157165527343,1.0,"Pomeranian, German Spitz, American Eskimo Dog",167,12,179,111,131,242
@jiffpom9.jpg,"(225, 225)",0.0064296722412109,1.0,"Pomeranian, German Spitz, Japanese Spitz",220,11,231,111,184,295
@lecorgi1.jpg,"(300, 300)",0.0146093368530273,1.0,"Pembroke Welsh Corgi, Shetland Sheepdog, Finnish Spitz",123,17,140,111,87,198
@lecorgi10.jpg,"(700, 467)",0.0496397018432617,1.4989293361884368,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Corgi mix",182,19,201,111,146,257
@lecorgi11.jpg,"(225, 225)",0.0109720230102539,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",234,20,254,111,198,309
@lecorgi12.jpg,"(201, 251)",0.0097837448120117,0.8007968127490039,Error,56,1,57,111,20,131
@lecorgi2.jpg,"(700, 467)",0.048588752746582,1.4989293361884368,Error,49,1,50,111,13,124
@lecorgi3.jpg,"(1080, 1350)",0.1632709503173828,0.8,Error,68,1,69,111,32,143
@lecorgi4.jpg,"(1080, 1080)",0.1612186431884765,1.0,Error,43,1,44,111,7,118
@lecorgi5.jpg,"(1200, 1200)",0.0914564132690429,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",255,20,275,111,219,330
@lecorgi6.jpg,"(760, 430)",0.0429677963256835,1.7674418604651163,Error,49,1,50,111,13,124
@lecorgi7.jpg,"(736, 919)",0.0822439193725586,0.8008705114254625,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",205,20,225,111,169,280
@lecorgi8.jpg,"(201, 251)",0.0100965499877929,0.8007968127490039,"Pembroke Welsh Corgi, Shetland Sheepdog, Cardigan Welsh Corgi",176,20,196,111,140,251
@lecorgi9.jpg,"(275, 183)",0.0121040344238281,1.5027322404371584,Error,55,1,56,111,19,130
@loki_the_wolfdog0.jpg,"(1400, 1151)",0.2727785110473633,1.2163336229365769,"Siberian Husky, Alaskan Malamute, Alaskan Husky",203,16,219,111,167,278
@loki_the_wolfdog1.jpg,"(880, 879)",0.1955823898315429,1.0011376564277588,"Husky, Siberian Husky, Alaskan Malamute, Samoyed",163,18,181,111,127,238
@loki_the_wolfdog10.jpg,"(2000, 1334)",0.3827238082885742,1.4992503748125936,"Alaskan Malamute, Siberian Husky, Samoyed",282,14,296,111,246,357
@loki_the_wolfdog11.jpg,"(1200, 627)",0.0644636154174804,1.9138755980861244,"Alaskan Malamute, Siberian Husky, Canadian Eskimo Dog",235,15,250,111,199,310
@loki_the_wolfdog12.jpg,"(670, 669)",0.0639238357543945,1.001494768310912,Error,48,1,49,111,12,123
@loki_the_wolfdog13.jpg,"(3529, 2353)",1.511762619018555,1.4997875053123673,"Siberian Husky, Alaskan Malamute, Canadian Eskimo Dog",226,16,242,111,190,301
@loki_the_wolfdog2.jpg,"(227, 222)",0.011876106262207,1.0225225225225223,Error,85,1,86,111,49,160
@loki_the_wolfdog4.jpg,"(465, 300)",0.034468650817871,1.55,"Alaskan Malamute, Siberian Husky, Canadian Eskimo Dog",206,15,221,111,170,281
@loki_the_wolfdog5.jpg,"(1800, 1440)",0.2927160263061523,1.25,Error,49,1,50,111,13,124
@loki_the_wolfdog6.jpg,"(2000, 1334)",0.2552013397216797,1.4992503748125936,"Siberian Husky, Alaskan Malamute, Samoyed, Alaskan Husky",208,20,228,111,172,283
@loki_the_wolfdog7.jpg,"(1800, 1013)",0.1180782318115234,1.7769002961500493,"Siberian Husky, Alaskan Malamute, Samoyed",175,15,190,111,139,250
@loki_the_wolfdog8.jpg,"(201, 251)",0.0116157531738281,0.8007968127490039,Error,55,1,56,111,19,130
@loki_the_wolfdog9.jpg,"(225, 225)",0.0143013000488281,1.0,Error,55,1,56,111,19,130
@madmax_fluffyroad0.jpg,"(225, 225)",0.0079107284545898,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog, American Eskimo Dog",229,25,254,111,193,304
@madmax_fluffyroad1.jpg,"(201, 251)",0.0107831954956054,0.8007968127490039,"Pembroke Welsh Corgi, Shetland Sheepdog (Sheltie), Long-haired Chihuahua",229,24,253,111,193,304
@madmax_fluffyroad11.jpg,"(201, 251)",0.0076541900634765,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Shetland Sheepdog",209,20,229,111,173,284
@madmax_fluffyroad12.jpg,"(201, 251)",0.0088472366333007,0.8007968127490039,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",128,14,142,111,92,203
@madmax_fluffyroad2.jpg,"(201, 251)",0.0100717544555664,0.8007968127490039,Error,56,1,57,111,20,131
@madmax_fluffyroad3.jpg,"(900, 900)",0.0659818649291992,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi, Swedish Vallhund, Lancashire Heeler",206,24,230,111,170,281
@madmax_fluffyroad4.jpg,"(201, 251)",0.0127382278442382,0.8007968127490039,Error,57,1,58,111,21,132
@madmax_fluffyroad5.jpg,"(201, 251)",0.0091981887817382,0.8007968127490039,"Pembroke Welsh Corgi, Shetland Sheepdog, Cardigan Welsh Corgi",238,20,258,111,202,313
@madmax_fluffyroad6.jpg,"(225, 225)",0.0076913833618164,1.0,"Pembroke Welsh Corgi, Cardigan Welsh Corgi",147,14,161,111,111,222
@madmax_fluffyroad7.jpg,"(168, 300)",0.0075664520263671,0.56,Error,47,1,48,111,11,122
@madmax_fluffyroad8.jpg,"(225, 224)",0.0074872970581054,1.0044642857142858,"Pembroke Welsh Corgi, Shetland Sheepdog, Long-haired Chihuahua",244,20,264,111,208,319
@madmax_fluffyroad9.jpg,"(201, 251)",0.0063533782958984,0.8007968127490039,"Pembroke Welsh Corgi, Labrador Retriever, German Shepherd",265,15,280,111,229,340
@manny_the_frenchie0.jpg,"(640, 640)",0.0453243255615234,1.0,"English Bulldog, French Bulldog, Pug",162,10,172,111,126,237
@manny_the_frenchie1.jpg,"(167, 250)",0.0046415328979492,0.668,Error,56,1,57,111,20,131
@manny_the_frenchie10.jpg,"(750, 421)",0.0303068161010742,1.7814726840855106,"French Bulldog, Boston Terrier, Pug, English Bulldog",218,14,232,111,182,293
@manny_the_frenchie11.jpg,"(6016, 4000)",1.7584266662597656,1.504,"French Bulldog, Boston Terrier, English Bulldog",227,11,238,111,191,302
@manny_the_frenchie2.jpg,"(1399, 1784)",0.2663373947143554,0.7841928251121076,"French Bulldog, Boston Terrier, Pug, Bulldog",225,13,238,111,189,300
@manny_the_frenchie4.jpg,"(2000, 1333)",0.0811977386474609,1.5003750937734437,French Bulldog,91,3,94,111,55,166
@manny_the_frenchie5.jpg,"(465, 612)",0.0208759307861328,0.7598039215686274,"French Bulldog, Boston Terrier, Pug",222,10,232,111,186,297
@manny_the_frenchie6.jpg,"(1200, 628)",0.0966215133666992,1.910828025477707,"French Bulldog, Boston Terrier, Pug, English Bulldog",250,14,264,111,214,325
@manny_the_frenchie7.jpg,"(1920, 1080)",0.1182699203491211,1.7777777777777777,"French Bulldog, Boston Terrier, Pug, English Bulldog",212,14,226,111,176,287
@manny_the_frenchie8.jpg,"(736, 736)",0.1196203231811523,1.0,"French Bulldog, Boston Terrier, English Bulldog",181,11,192,111,145,256
@manny_the_frenchie9.jpg,"(1500, 1000)",0.1198263168334961,1.5,"French Bulldog, English Bulldog, Boston Terrier",203,11,214,111,167,278
@marniethedog0.jpg,"(2031, 1712)",0.3870840072631836,1.1863317757009346,"Shih Tzu, Pekingese, Lhasa Apso",195,14,209,111,159,270
@marniethedog1.jpg,"(1280, 1280)",0.1398048400878906,1.0,Error,84,1,85,111,48,159
@marniethedog10.jpg,"(1280, 1103)",0.1184349060058593,1.1604714415231188,Error,48,1,49,111,12,123
@marniethedog11.jpg,"(2048, 1536)",0.3190650939941406,1.3333333333333333,"Shih Tzu, Pekingese, Lhasa Apso",196,14,210,111,160,271
@marniethedog2.jpg,"(1280, 960)",0.0923986434936523,1.3333333333333333,"Shih Tzu, Lhasa Apso, Pekingese",222,14,236,111,186,297
@marniethedog3.jpg,"(1200, 630)",0.0628032684326171,1.9047619047619049,"Shih Tzu, Lhasa Apso, Pekingese",116,14,130,111,80,191
@marniethedog4.jpg,"(3000, 1943)",0.3887338638305664,1.5440041173443129,Error,93,1,94,111,57,168
@marniethedog5.jpg,"(1200, 800)",0.0883169174194336,1.5,Error,55,1,56,111,19,130
@marniethedog6.jpg,"(2048, 1692)",0.4282484054565429,1.210401891252955,Error,47,1,48,111,11,122
@marniethedog7.jpg,"(1000, 1000)",0.077244758605957,1.0,Error,49,1,50,111,13,124
@marniethedog8.jpg,"(1200, 630)",0.1400165557861328,1.9047619047619049,"Shih Tzu, Lhasa Apso, Pekingese",221,14,235,111,185,296
@marniethedog9.jpg,"(1080, 928)",0.1185188293457031,1.1637931034482758,"Shih Tzu, Lhasa Apso, Maltese mix",271,15,286,111,235,346
@marutaro0.jpg,"(360, 360)",0.0152206420898437,1.0,"Akita Inu, Shiba Inu, Siberian Husky",145,14,159,111,109,220
@marutaro1.jpg,"(1024, 1024)",0.0803518295288086,1.0,"Shiba Inu, Akita Inu, Jindo",185,12,197,111,149,260
@marutaro10.jpg,"(612, 612)",0.0430097579956054,1.0,"Shiba Inu, Akita Inu, Jindo",227,12,239,111,191,302
@marutaro11.jpg,"(1024, 680)",0.0682106018066406,1.5058823529411764,"Shiba Inu, Akita, Jindo, Finnish Spitz",255,14,269,111,219,330
@marutaro3.jpg,"(1200, 753)",0.0990934371948242,1.593625498007968,Error,52,1,53,111,16,127
@marutaro4.jpg,"(1200, 809)",0.099466323852539,1.4833127317676142,"Shiba Inu, Akita Inu, Jindo",186,12,198,111,150,261
@marutaro5.jpg,"(804, 859)",0.090911865234375,0.9359720605355064,"Shiba Inu, Akita Inu, Jindo",232,12,244,111,196,307
@marutaro6.jpg,"(750, 422)",0.0204324722290039,1.7772511848341233,"Shiba Inu, Akita Inu, Jindo, Finnish Spitz",196,16,212,111,160,271
@marutaro7.jpg,"(768, 821)",0.0732440948486328,0.9354445797807552,Error,44,1,45,111,8,119
@marutaro8.jpg,"(609, 608)",0.1177282333374023,1.0016447368421053,Error,49,1,50,111,13,124
@marutaro9.jpg,"(825, 464)",0.0420799255371093,1.7780172413793105,"Shiba Inu, Akita Inu, Jindo",238,12,250,111,202,313
@mayapolarbear0.jpg,"(320, 180)",0.0094194412231445,1.7777777777777777,"Samoyed, Great Pyrenees, American Eskimo Dog",167,13,180,111,131,242
@mayapolarbear1.jpg,"(1080, 1080)",0.0900421142578125,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",174,12,186,111,138,249
@mayapolarbear10.jpg,"(225, 225)",0.0070314407348632,1.0,Error,50,1,51,111,14,125
@mayapolarbear11.jpg,"(1080, 1080)",0.0998296737670898,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",183,12,195,111,147,258
@mayapolarbear12.jpg,"(696, 805)",0.0441398620605468,0.8645962732919255,"Samoyed, American Eskimo Dog, Great Pyrenees",156,13,169,111,120,231
@mayapolarbear2.jpg,"(209, 241)",0.0065679550170898,0.8672199170124482,"Samoyed, American Eskimo Dog, Japanese Spitz",173,12,185,111,137,248
@mayapolarbear3.jpg,"(201, 250)",0.0084218978881835,0.804,"Samoyed, American Eskimo Dog, Japanese Spitz, Great Pyrenees",266,17,283,111,230,341
@mayapolarbear4.jpg,"(1080, 1920)",0.2426681518554687,0.5625,Error,48,1,49,111,12,123
@mayapolarbear5.jpg,"(1080, 1080)",0.1076011657714843,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",95,12,107,111,59,170
@mayapolarbear6.jpg,"(250, 250)",0.009078025817871,1.0,"Samoyed, American Eskimo Dog, Great Pyrenees",203,13,216,111,167,278
@mayapolarbear7.jpg,"(720, 900)",0.0556793212890625,0.8,"Samoyed, American Eskimo Dog, Japanese Spitz",178,12,190,111,142,253
@mayapolarbear8.jpg,"(1080, 1080)",0.1191234588623046,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",250,12,262,111,214,325
@mayapolarbear9.jpg,"(900, 900)",0.0732364654541015,1.0,"Samoyed, American Eskimo Dog, Japanese Spitz",238,12,250,111,202,313
@mayathedox0.jpg,"(2048, 2048)",0.4944639205932617,1.0,"Dachshund, Miniature Dachshund, Basset Hound",191,16,207,111,155,266
@mayathedox10.jpg,"(300, 168)",0.0045166015625,1.7857142857142858,Error,48,1,49,111,12,123
@mayathedox12.jpg,"(201, 251)",0.0090150833129882,0.8007968127490039,"Golden Retriever, Cocker Spaniel, Golden Cocker Retriever",238,16,254,111,202,313
@mayathedox2.jpg,"(640, 640)",0.0728282928466796,1.0,"Dachshund, Basset Hound, Corgi",133,13,146,111,97,208
@mayathedox3.jpg,"(225, 225)",0.0048904418945312,1.0,Error,49,1,50,111,13,124
@mayathedox4.jpg,"(225, 225)",0.0124845504760742,1.0,Error,49,1,50,111,13,124
@mayathedox5.jpg,"(735, 825)",0.0560235977172851,0.8909090909090909,"Dachshund, Cavalier King Charles Spaniel, Cocker Spaniel",210,16,226,111,174,285
@mayathedox6.jpg,"(736, 919)",0.0910797119140625,0.8008705114254625,"Golden Retriever, Cocker Spaniel, Miniature Dachshund/Long-haired Dachshund",184,23,207,111,148,259
@mayathedox7.jpg,"(225, 225)",0.0111274719238281,1.0,"Dachshund, Cocker Spaniel, Cavalier King Charles Spaniel",153,16,169,111,117,228
@mayathedox9.jpg,"(225, 225)",0.0052337646484375,1.0,"Cocker Spaniel, Cavalier King Charles Spaniel, Golden Retriever",190,16,206,111,154,265
@mensweardog0.jpg,"(2048, 906)",0.2620782852172851,2.260485651214128,Shiba Inu,137,4,141,111,101,212
@mensweardog1.jpg,"(1500, 1500)",0.2345523834228515,1.0,"Shiba Inu, Akita Inu, Finnish Spitz",188,13,201,111,152,263
@mensweardog10.jpg,"(1280, 853)",0.0726776123046875,1.5005861664712778,"Shiba Inu, Akita Inu, Jindo",216,12,228,111,180,291
@mensweardog11.jpg,"(1824, 1824)",0.270848274230957,1.0,"Shiba Inu, Akita Inu, Jindo",240,12,252,111,204,315
@mensweardog2.jpg,"(1200, 630)",0.0403060913085937,1.9047619047619049,"Labrador Retriever, German Shepherd, Golden Retriever",136,13,149,111,100,211
@mensweardog3.jpg,"(1477, 1477)",0.2030544281005859,1.0,"Shiba Inu, Akita, Jindo",209,10,219,111,173,284
@mensweardog4.jpg,"(1073, 1200)",0.2012033462524414,0.8941666666666667,"Shiba Inu, Akita Inu, Finnish Spitz, Jindo",217,16,233,111,181,292
@mensweardog5.jpg,"(1280, 1280)",0.1681337356567382,1.0,"Shiba Inu, Akita Inu, Jindo",190,12,202,111,154,265
@mensweardog6.jpg,"(634, 626)",0.0587720870971679,1.012779552715655,"Shiba Inu, Akita, Jindo, Finnish Spitz",214,14,228,111,178,289
@mensweardog7.jpg,"(400, 400)",0.0158929824829101,1.0,"Shiba Inu, Akita Inu, Finnish Spitz",199,13,212,111,163,274
@mensweardog8.jpg,"(1425, 1425)",0.2933359146118164,1.0,"Shiba Inu, Akita Inu, Jindo",279,12,291,111,243,354
@mensweardog9.jpg,"(1648, 1649)",0.5698909759521484,0.9993935718617344,"Shiba Inu, Akita Inu, Jindo, Finnish Spitz",166,16,182,111,130,241
@norbertthedog0.jpg,"(2424, 1617)",0.5209999084472656,1.4990723562152133,"Maltese, Bichon Frise, Shih Tzu",184,14,198,111,148,259
@norbertthedog1.jpg,"(500, 500)",0.0305452346801757,1.0,"Shih Tzu, Maltese, Lhasa Apso",209,14,223,111,173,284
@norbertthedog10.jpg,"(900, 900)",0.0849113464355468,1.0,"Bichon Frise, Maltese, Havanese",206,13,219,111,170,281
@norbertthedog11.jpg,"(2500, 2500)",0.6308832168579102,1.0,"Shih Tzu, Maltese, Havanese",213,12,225,111,177,288
@norbertthedog2.jpg,"(992, 558)",0.0631866455078125,1.7777777777777777,"Maltese, Bichon Frise, Havanese",209,13,222,111,173,284
@norbertthedog3.jpg,"(589, 582)",0.0329551696777343,1.0120274914089349,"Maltese, Shih Tzu, Havanese",205,12,217,111,169,280
@norbertthedog4.jpg,"(1600, 900)",0.1501283645629882,1.7777777777777777,"Maltese, Bichon Frise, Shih Tzu",246,14,260,111,210,321
@norbertthedog5.jpg,"(480, 480)",0.0236568450927734,1.0,Error,50,1,51,111,14,125
@norbertthedog6.jpg,"(900, 900)",0.1082525253295898,1.0,"Maltese, Bichon Frise, Havanese",240,13,253,111,204,315
@norbertthedog7.jpg,"(2500, 3750)",0.9774188995361328,0.6666666666666666,"Shih Tzu, Maltese, Papillon",240,11,251,111,204,315
